method,coverage_bin,num_samples,psnr,ssim,l1,l1_cloud_region,ndvi_mae
temporal,0.05,600,172.66970813920696,0.9950443298351417,2.0643886236294168e-05,0.00041247216408468404,0.00022243548239427396
temporal,0.1,600,154.29375367838932,0.9608943509240652,0.00017753321122739862,0.0017746798689654238,0.00106631044867154
temporal,0.3,600,24.648372047690707,0.3625151053413468,0.007140399196961222,0.0238022940728643,0.014231906601477868
temporal,0.5,600,13.327391471672469,0.05301556352048266,0.054759689904749394,0.10951937961702546,0.06673100447631442
temporal,0.7,600,7.28106637124962,0.009106708488230846,0.2119128228724003,0.30272732459008694,0.18212311354155342
