id,method,coverage,coverage_bin,psnr,ssim,l1,ndvi_mae,l1_cloud_region
s2_beijing_patch_2023_00085_c50,diffusion,0.5,0.5,28.704223348616296,0.8170109689682761,0.019506994634866714,0.1727597415447235,0.03901398926973343
s2_beijing_patch_2023_02274_c50,diffusion,0.5,0.5,28.100137251526288,0.737512954121183,0.018352244049310684,0.19767014682292938,0.03670448809862137
s2_beijing_patch_2023_00707_c05,diffusion,0.050048828125,0.05,42.86051169490441,0.9816596601959299,0.001254469738341868,0.1439322978258133,0.025064917281270027
s2_beijing_patch_2023_01393_c10,diffusion,0.10003662109375,0.1,38.6333217712137,0.9456588463983554,0.0028543639928102493,0.14766821265220642,0.028533190488815308
s2_beijing_patch_2023_01117_c10,diffusion,0.10003662109375,0.1,38.36859365140234,0.9433334359700142,0.0028076276648789644,0.15518124401569366,0.0280659981071949
s2_beijing_patch_2023_00930_c50,diffusion,0.5,0.5,29.95596435729783,0.6936818241727508,0.015874000266194344,0.17212946712970734,0.03174800053238869
s2_beijing_patch_2023_01616_c10,diffusion,0.10003662109375,0.1,37.504322638893484,0.936895152937844,0.003027665428817272,0.15254099667072296,0.030265571549534798
s2_beijing_patch_2023_02567_c30,diffusion,0.29998779296875,0.3,31.48396392627014,0.7508917295239628,0.011176406405866146,0.1323210448026657,0.03725620359182358
s2_beijing_patch_2023_02042_c50,diffusion,0.5,0.5,28.657968683398884,0.7513407344111108,0.01996840536594391,0.20131176710128784,0.03993681073188782
s2_beijing_patch_2023_02827_c10,diffusion,0.10003662109375,0.1,39.25277214250074,0.9519747584525691,0.002633406314998865,0.14352434873580933,0.026324423030018806
s2_beijing_patch_2023_01901_c30,diffusion,0.29998779296875,0.3,31.895625371574642,0.831336230964696,0.009924527257680893,0.18501363694667816,0.033083103597164154
s2_beijing_patch_2023_00961_c10,diffusion,0.10003662109375,0.1,37.92579438331873,0.9435511531430256,0.0030317488126456738,0.13246919214725494,0.030306389555335045
s2_beijing_patch_2023_00584_c05,diffusion,0.050048828125,0.05,43.762717996869746,0.9775441417160721,0.0011221718741580844,0.11386745423078537,0.022421540692448616
s2_beijing_patch_2023_00399_c30,diffusion,0.29998779296875,0.3,33.04147504319172,0.84600398544251,0.008560055866837502,0.11905429512262344,0.028534680604934692
s2_beijing_patch_2023_01941_c50,diffusion,0.5,0.5,30.706980231830524,0.7114757600652034,0.01572224497795105,0.1366627961397171,0.0314444899559021
