id,method,coverage,coverage_bin,psnr,ssim,l1,ndvi_mae,l1_cloud_region
s2_beijing_patch_2023_00085_c50,diffusion,0.5,0.5,6.374570352120296,-0.012344581334013149,0.319594144821167,0.5983814001083374,0.639188289642334
s2_beijing_patch_2023_02274_c50,diffusion,0.5,0.5,6.403595499326737,1.899857622725953e-05,0.31647026538848877,0.7233905792236328,0.6329405307769775
s2_beijing_patch_2023_00707_c05,diffusion,0.050048828125,0.05,17.423977001146163,0.08064251427927145,0.02592328004539013,0.6028535962104797,0.5179597735404968
s2_beijing_patch_2023_01393_c10,diffusion,0.10003662109375,0.1,15.707471579634262,0.06441737396738395,0.04491878300905228,0.5528837442398071,0.44902339577674866
s2_beijing_patch_2023_01117_c10,diffusion,0.10003662109375,0.1,15.484470986105004,0.032978267453108195,0.04624062404036522,0.6021357774734497,0.4622369706630707
s2_beijing_patch_2023_00930_c50,diffusion,0.5,0.5,6.12940844659086,0.000787112398561191,0.3280688226222992,0.777122974395752,0.6561376452445984
s2_beijing_patch_2023_01616_c10,diffusion,0.10003662109375,0.1,14.209207629851488,0.02602940527780231,0.05541490763425827,0.7246395945549011,0.5539461970329285
s2_beijing_patch_2023_02567_c30,diffusion,0.29998779296875,0.3,9.586580037023545,0.015657024006485516,0.16744571924209595,0.33288413286209106,0.5581750869750977
s2_beijing_patch_2023_02042_c50,diffusion,0.5,0.5,6.529513963969764,0.0013145999951179954,0.3122742176055908,0.5375474095344543,0.6245484352111816
s2_beijing_patch_2023_02827_c10,diffusion,0.10003662109375,0.1,15.35747851073875,0.030919013616713963,0.04755110293626785,0.6179319024085999,0.4753369688987732
s2_beijing_patch_2023_01901_c30,diffusion,0.29998779296875,0.3,9.255583399639427,0.01339931603999617,0.17293250560760498,0.5968371033668518,0.5764651298522949
s2_beijing_patch_2023_00961_c10,diffusion,0.10003662109375,0.1,15.802527791319356,0.04492392819964509,0.04492022469639778,0.5934585928916931,0.4490377902984619
s2_beijing_patch_2023_00584_c05,diffusion,0.050048828125,0.05,20.25654690117372,0.07434043673943157,0.01707949861884117,0.654228150844574,0.341256707906723
s2_beijing_patch_2023_00399_c30,diffusion,0.29998779296875,0.3,9.430702566123085,0.004012381801665365,0.16641496121883392,0.7906445264816284,0.5547391176223755
s2_beijing_patch_2023_01941_c50,diffusion,0.5,0.5,6.912329289164996,0.005665221481462629,0.2962858974933624,0.5674293637275696,0.5925717949867249
s2_beijing_patch_2023_01602_c70,diffusion,0.70001220703125,0.7,4.735268123387768,0.005112517187008315,0.46123239398002625,0.5626367926597595,0.6588919162750244
s2_beijing_patch_2023_01569_c70,diffusion,0.70001220703125,0.7,4.70167115291552,-0.0033483171192103516,0.46500852704048157,0.5584143996238708,0.6642863154411316
s2_beijing_patch_2023_01734_c50,diffusion,0.5,0.5,6.613943419172449,0.0022332195728197116,0.3087307810783386,0.5056277513504028,0.6174615621566772
s2_beijing_patch_2023_02544_c70,diffusion,0.70001220703125,0.7,5.168938169693059,0.020392165850601027,0.44005918502807617,0.36916911602020264,0.6286450028419495
s2_beijing_patch_2023_02717_c05,diffusion,0.050048828125,0.05,20.216732333510045,0.07161553287531268,0.01829954981803894,0.7439898252487183,0.36563393473625183
s2_beijing_patch_2023_00456_c05,diffusion,0.050048828125,0.05,19.360230070261842,0.4022883718507988,0.021023675799369812,0.4238229990005493,0.4200632870197296
s2_beijing_patch_2023_02778_c70,diffusion,0.70001220703125,0.7,4.348942924107596,0.00035537127472014496,0.4821581244468689,0.7944547533988953,0.6887853145599365
s2_beijing_patch_2023_02635_c05,diffusion,0.050048828125,0.05,19.50196197980541,0.13983555544010925,0.02020919695496559,0.3084924519062042,0.40378960967063904
s2_beijing_patch_2023_01810_c50,diffusion,0.5,0.5,6.599334706900169,0.003943189390011259,0.3085399270057678,0.7033964395523071,0.6170798540115356
s2_beijing_patch_2023_01786_c50,diffusion,0.5,0.5,6.0146708983464405,0.0011916657177827468,0.33472850918769836,0.7395013570785522,0.6694570183753967
s2_beijing_patch_2023_02452_c10,diffusion,0.10003662109375,0.1,14.972421306508428,0.04928402439993133,0.049048230051994324,0.6626423597335815,0.4903027415275574
s2_beijing_patch_2023_02239_c10,diffusion,0.10003662109375,0.1,16.081898360900468,0.10657872154767878,0.04251642897725105,0.44387269020080566,0.4250086545944214
s2_beijing_patch_2023_02869_c30,diffusion,0.29998779296875,0.3,8.85408306054004,0.00399151658582465,0.1827223002910614,0.6905837655067444,0.6090990900993347
s2_beijing_patch_2023_00482_c50,diffusion,0.5,0.5,6.391076410101241,0.0007777376907589089,0.314979612827301,0.7783997058868408,0.629959225654602
s2_beijing_patch_2023_00037_c05,diffusion,0.050048828125,0.05,19.623320341759865,0.47395431131376115,0.01975650154054165,0.49491140246391296,0.39474454522132874
s2_beijing_patch_2023_01233_c05,diffusion,0.050048828125,0.05,20.671642082504693,0.2904582307668771,0.016379915177822113,0.3468761146068573,0.3272787034511566
s2_beijing_patch_2023_01545_c50,diffusion,0.5,0.5,6.184746723068222,0.0013418990660783272,0.3256940245628357,0.718860387802124,0.6513880491256714
s2_beijing_patch_2023_02544_c50,diffusion,0.5,0.5,7.065479001360017,0.01239705428691294,0.29341524839401245,0.379414826631546,0.5868304967880249
s2_beijing_patch_2023_02460_c05,diffusion,0.050048828125,0.05,19.862505306293222,0.0824863887433653,0.018134035170078278,0.586088240146637,0.36232686042785645
s2_beijing_patch_2023_02545_c50,diffusion,0.5,0.5,7.573107457489869,0.07937055741214961,0.27494966983795166,0.3297550678253174,0.5498993396759033
s2_beijing_patch_2023_00886_c30,diffusion,0.29998779296875,0.3,8.82639159191683,0.009018670063102535,0.18402200937271118,0.6288326382637024,0.6134316325187683
s2_beijing_patch_2023_00364_c50,diffusion,0.5,0.5,6.5233220936570415,0.0023025370876864765,0.31353169679641724,0.595701277256012,0.6270633935928345
s2_beijing_patch_2023_00345_c30,diffusion,0.29998779296875,0.3,9.572188448481379,0.008017237174928605,0.1671006977558136,0.5471702814102173,0.5570250153541565
s2_beijing_patch_2023_00375_c10,diffusion,0.10003662109375,0.1,15.549256817249281,0.16235559785314532,0.04564804583787918,0.46061408519744873,0.4563133418560028
s2_beijing_patch_2023_01082_c05,diffusion,0.050048828125,0.05,19.633583553431876,0.06139895192354028,0.018670525401830673,0.6525909900665283,0.37304621934890747
s2_beijing_patch_2023_02548_c70,diffusion,0.70001220703125,0.7,4.839147673650525,0.002464823559918497,0.4581141471862793,0.4772145748138428,0.6544373631477356
s2_beijing_patch_2023_00805_c70,diffusion,0.70001220703125,0.7,4.617184316922335,0.007490149332627687,0.46858811378479004,0.6100810766220093,0.6693999171257019
s2_beijing_patch_2023_01420_c50,diffusion,0.5,0.5,6.314467914693505,0.0017669977165971705,0.3180008828639984,0.7466709613800049,0.6360017657279968
s2_beijing_patch_2023_00978_c50,diffusion,0.5,0.5,7.077525907560215,0.030177752746165132,0.2933100461959839,0.4695700705051422,0.5866200923919678
s2_beijing_patch_2023_01524_c30,diffusion,0.29998779296875,0.3,9.231286117978266,0.008387539617837546,0.17398488521575928,0.7004383206367493,0.5799732208251953
s2_beijing_patch_2023_02535_c30,diffusion,0.29998779296875,0.3,9.43963365945391,0.004689521126964288,0.1655803769826889,0.8054783940315247,0.5519570708274841
s2_beijing_patch_2023_01530_c70,diffusion,0.70001220703125,0.7,4.79109401452525,0.015792449819542656,0.4590076506137848,0.5134524703025818,0.6557137966156006
s2_beijing_patch_2023_01878_c70,diffusion,0.70001220703125,0.7,4.77150558624417,0.006873995009581447,0.4621843695640564,0.5151092410087585,0.6602518558502197
s2_beijing_patch_2023_02087_c70,diffusion,0.70001220703125,0.7,4.760114152915078,-0.00023088826728963864,0.4641186594963074,0.43900150060653687,0.6630150675773621
s2_beijing_patch_2023_02635_c50,diffusion,0.5,0.5,6.772221569559697,0.005055261902892435,0.30637845396995544,0.3237360417842865,0.6127569079399109
s2_beijing_patch_2023_02677_c70,diffusion,0.70001220703125,0.7,4.569883959718694,0.0023893108830378706,0.46981221437454224,0.6718361377716064,0.6711485981941223
s2_beijing_patch_2023_01041_c50,diffusion,0.5,0.5,6.751055553104509,0.02283133999846872,0.305608332157135,0.5002660751342773,0.61121666431427
s2_beijing_patch_2023_02958_c30,diffusion,0.29998779296875,0.3,9.560969116219955,0.001710065244172571,0.16777510941028595,0.49363961815834045,0.5592731237411499
s2_beijing_patch_2023_00059_c30,diffusion,0.29998779296875,0.3,9.497701239529736,0.005387511177688635,0.1683710813522339,0.6063582897186279,0.5612597465515137
s2_beijing_patch_2023_02452_c05,diffusion,0.050048828125,0.05,19.451411341377305,0.1224782768164527,0.02009299397468567,0.6588006615638733,0.40146782994270325
s2_beijing_patch_2023_01042_c10,diffusion,0.10003662109375,0.1,15.348707252727987,0.030269549005376085,0.047926608473062515,0.44369593262672424,0.4790906310081482
s2_beijing_patch_2023_01146_c50,diffusion,0.5,0.5,6.457888098378321,0.0010914481059742418,0.3143734931945801,0.6829301714897156,0.6287469863891602
s2_beijing_patch_2023_00527_c70,diffusion,0.70001220703125,0.7,4.827810148977358,0.0017231720719121841,0.45730671286582947,0.5464249849319458,0.6532838940620422
s2_beijing_patch_2023_02464_c10,diffusion,0.10003662109375,0.1,15.46162083927321,0.09079113597446797,0.04666922986507416,0.6208078861236572,0.4665214419364929
s2_beijing_patch_2023_02085_c05,diffusion,0.050048828125,0.05,20.362895464453313,0.09216537529400415,0.017183363437652588,0.6070162653923035,0.3433319926261902
s2_beijing_patch_2023_02209_c10,diffusion,0.10003662109375,0.1,16.65310736145496,0.20701109069908466,0.039925310760736465,0.3776699900627136,0.3991069495677948
s2_beijing_patch_2023_00564_c70,diffusion,0.70001220703125,0.7,4.8782348580512505,0.004432243060026598,0.4556429982185364,0.4053669273853302,0.6509072184562683
s2_beijing_patch_2023_00118_c50,diffusion,0.5,0.5,6.497675405671231,0.002400755145147511,0.3143153190612793,0.5953885912895203,0.6286306381225586
s2_beijing_patch_2023_02884_c05,diffusion,0.050048828125,0.05,18.522368785558335,0.05529447135588511,0.02292385697364807,0.7380440831184387,0.4580298364162445
s2_beijing_patch_2023_01420_c70,diffusion,0.70001220703125,0.7,4.48151707759888,0.0018954295517050709,0.47505131363868713,0.7519350647926331,0.678632915019989
s2_beijing_patch_2023_02165_c70,diffusion,0.70001220703125,0.7,4.42561281273292,0.0017913918331775365,0.4792596995830536,0.7334174513816833,0.6846447587013245
s2_beijing_patch_2023_01550_c30,diffusion,0.29998779296875,0.3,9.140459095957054,0.00776297400732105,0.1760340929031372,0.6081947088241577,0.586804211139679
s2_beijing_patch_2023_00401_c10,diffusion,0.10003662109375,0.1,15.206220598081979,0.023218814319658627,0.04756252467632294,0.723400890827179,0.47545114159584045
s2_beijing_patch_2023_02102_c10,diffusion,0.10003662109375,0.1,14.280272925540487,0.027373783979602263,0.05522455275058746,0.6188957095146179,0.5520433783531189
s2_beijing_patch_2023_00861_c30,diffusion,0.29998779296875,0.3,9.7846539738902,0.033263034411360456,0.16162385046482086,0.4751688838005066,0.5387681126594543
