step,epoch,t,sample_loss,batch_loss
32133,13,-1,,0.072900
32138,13,-1,,0.015600
32143,13,-1,,0.020100
32148,13,-1,,0.014300
32153,13,-1,,0.014300
32158,13,-1,,0.016000
32163,13,-1,,0.022300
32168,13,-1,,0.082300
32173,13,-1,,0.041300
32178,13,-1,,0.017200
32183,13,-1,,0.016600
32188,13,-1,,0.017000
32193,13,-1,,0.016200
32198,13,-1,,0.014500
32203,13,-1,,0.054400
32208,13,-1,,0.013900
32213,13,-1,,0.030600
32218,13,-1,,0.016300
32223,13,-1,,0.017900
32228,13,-1,,0.013200
32233,13,-1,,0.016300
32238,13,-1,,0.013800
32243,13,-1,,0.025000
32248,13,-1,,0.019900
32253,13,-1,,0.014500
32258,13,-1,,0.016600
32263,13,-1,,0.018500
32268,13,-1,,0.023500
32273,13,-1,,0.014200
32278,13,-1,,0.218200
32283,13,-1,,0.026000
32288,13,-1,,0.051100
32293,13,-1,,0.021200
32298,13,-1,,0.017800
32303,13,-1,,0.026300
32308,13,-1,,0.021300
32313,13,-1,,0.036600
32318,13,-1,,0.024300
32323,13,-1,,0.022600
32328,13,-1,,0.016400
32333,13,-1,,0.027000
32338,13,-1,,0.017200
32343,13,-1,,0.114800
32348,13,-1,,0.015400
32353,13,-1,,0.013900
32358,13,-1,,0.015600
32363,13,-1,,0.017800
32368,13,-1,,0.039200
32373,13,-1,,0.130300
32378,13,-1,,0.030100
32383,13,-1,,0.063100
32388,13,-1,,0.017900
32393,13,-1,,0.015800
32398,13,-1,,0.146400
32403,13,-1,,0.037700
32408,13,-1,,0.036400
32413,13,-1,,0.039700
32418,13,-1,,0.020900
32423,13,-1,,0.033600
32428,13,-1,,0.019700
32433,13,-1,,0.026300
32438,13,-1,,0.025100
32443,13,-1,,0.061100
32448,13,-1,,0.025300
32453,13,-1,,0.078900
32458,13,-1,,0.038100
32463,13,-1,,0.228900
32468,13,-1,,0.019800
32473,13,-1,,0.019100
32478,13,-1,,0.045900
32483,13,-1,,0.039600
32488,13,-1,,0.026200
32493,13,-1,,0.014900
32498,13,-1,,0.017800
32503,13,-1,,0.015200
32507,13,-1,,0.018800
32512,13,-1,,0.074900
32516,13,-1,,0.025700
32520,13,-1,,0.047800
32524,13,-1,,0.022200
32528,13,-1,,0.017500
32532,13,-1,,0.016300
32537,13,-1,,0.029100
32541,13,-1,,0.014800
32545,13,-1,,0.019100
32549,13,-1,,0.015500
32553,13,-1,,0.027300
32557,13,-1,,0.016300
32561,13,-1,,0.019600
32566,13,-1,,0.080300
32571,13,-1,,0.014600
32576,13,-1,,0.014000
32581,13,-1,,0.019100
32586,13,-1,,0.017600
32591,13,-1,,0.028600
32596,13,-1,,0.019600
32601,13,-1,,0.016300
32606,13,-1,,0.013800
32611,13,-1,,0.087100
32616,13,-1,,0.025500
32621,13,-1,,0.015900
32626,13,-1,,0.018600
32631,13,-1,,0.020200
32636,13,-1,,0.017200
32641,13,-1,,0.018200
32646,13,-1,,0.142800
32651,13,-1,,0.034800
32656,13,-1,,0.024100
32661,13,-1,,0.205100
32666,13,-1,,0.027800
32671,13,-1,,0.027900
32676,13,-1,,0.015800
32681,13,-1,,0.017600
32686,13,-1,,0.012700
32691,13,-1,,0.014900
32696,13,-1,,0.018200
32701,13,-1,,0.138200
32706,13,-1,,0.016100
32711,13,-1,,0.028100
32716,13,-1,,0.031700
32721,13,-1,,0.015900
32726,13,-1,,0.016800
32731,13,-1,,0.013700
32736,13,-1,,0.026700
32741,13,-1,,0.014900
32746,13,-1,,0.067100
32751,13,-1,,0.021500
32756,13,-1,,0.032800
32761,13,-1,,0.017900
32766,13,-1,,0.092600
32771,13,-1,,0.154400
32776,13,-1,,0.018000
32781,13,-1,,0.054300
32786,13,-1,,0.021300
32791,13,-1,,0.022900
32796,13,-1,,0.019100
32801,13,-1,,0.035100
32806,13,-1,,0.017400
32811,13,-1,,0.059000
32816,13,-1,,0.191900
32821,13,-1,,0.069400
32826,13,-1,,0.099800
32831,13,-1,,0.020900
32836,13,-1,,0.017600
32841,13,-1,,0.021600
32846,13,-1,,0.016900
32851,13,-1,,0.018200
32856,13,-1,,0.017900
32861,13,-1,,0.014400
32866,13,-1,,0.031000
32871,13,-1,,0.018900
32876,13,-1,,0.033400
32881,13,-1,,0.018300
32886,13,-1,,0.020000
32891,13,-1,,0.109200
32896,13,-1,,0.027700
32901,13,-1,,0.021600
32906,13,-1,,0.029200
32911,13,-1,,0.017400
32916,13,-1,,0.019500
32921,13,-1,,0.040800
32926,13,-1,,0.025900
32931,13,-1,,0.018500
32936,13,-1,,0.028900
32941,13,-1,,0.200800
32946,13,-1,,0.019500
32951,13,-1,,0.015300
32956,13,-1,,0.021200
32961,13,-1,,0.016900
32966,13,-1,,0.018800
32971,13,-1,,0.014400
32976,13,-1,,0.014000
32981,13,-1,,0.029100
32986,13,-1,,0.015200
32991,13,-1,,0.021200
32996,13,-1,,0.014000
33001,13,-1,,0.030800
33006,13,-1,,0.019200
33011,13,-1,,0.016600
33016,13,-1,,0.056400
33021,13,-1,,0.018600
33026,13,-1,,0.016100
33031,13,-1,,0.044600
33036,13,-1,,0.037000
33041,13,-1,,0.033600
33046,13,-1,,0.014500
33051,13,-1,,0.014900
33056,13,-1,,0.021000
33061,13,-1,,0.016700
33066,13,-1,,0.018100
33071,13,-1,,0.018300
33076,13,-1,,0.029500
33081,13,-1,,0.244000
33086,13,-1,,0.017200
33091,13,-1,,0.014200
33096,13,-1,,0.027400
33101,13,-1,,0.034000
33106,13,-1,,0.016400
33111,13,-1,,0.016300
33116,13,-1,,0.059300
33121,13,-1,,0.056200
33126,13,-1,,0.034100
33131,13,-1,,0.024000
33136,13,-1,,0.035800
33141,13,-1,,0.100500
33146,13,-1,,0.030000
33151,13,-1,,0.108700
33156,13,-1,,0.014100
33161,13,-1,,0.066700
33166,13,-1,,0.020100
33171,13,-1,,0.023400
33176,13,-1,,0.017100
33181,13,-1,,0.095100
33186,13,-1,,0.040500
33191,13,-1,,0.019600
33196,13,-1,,0.246200
33201,13,-1,,0.091900
33206,13,-1,,0.017500
33211,13,-1,,0.146400
33216,13,-1,,0.078000
33221,13,-1,,0.038900
33226,13,-1,,0.022800
33231,13,-1,,0.013400
33236,13,-1,,0.015000
33241,13,-1,,0.032700
33246,13,-1,,0.016700
33251,13,-1,,0.016900
33256,13,-1,,0.016400
33261,13,-1,,0.062300
33266,13,-1,,0.031000
33271,13,-1,,0.021700
33276,13,-1,,0.014300
33281,13,-1,,0.030400
33286,13,-1,,0.014600
33291,13,-1,,0.020500
33296,13,-1,,0.018200
33301,13,-1,,0.063400
33306,13,-1,,0.018000
33311,13,-1,,0.023800
33316,13,-1,,0.027100
33321,13,-1,,0.053700
33326,13,-1,,0.018900
33331,13,-1,,0.015200
33336,13,-1,,0.014900
33341,13,-1,,0.016900
33346,13,-1,,0.018200
33351,13,-1,,0.030200
33356,13,-1,,0.013800
33361,13,-1,,0.023500
33366,13,-1,,0.013700
33371,13,-1,,0.020400
33376,13,-1,,0.015600
33381,13,-1,,0.072400
33386,13,-1,,0.036000
33391,13,-1,,0.020400
33396,13,-1,,0.016100
33401,13,-1,,0.273700
33406,13,-1,,0.021200
33411,13,-1,,0.026700
33416,13,-1,,0.017200
33421,13,-1,,0.016600
33426,13,-1,,0.105100
33431,13,-1,,0.037500
33436,13,-1,,0.016500
33441,13,-1,,0.015300
33446,13,-1,,0.016600
33451,13,-1,,0.025100
33456,13,-1,,0.030100
33461,13,-1,,0.089600
33466,13,-1,,0.014600
33471,13,-1,,0.026900
33476,13,-1,,0.064700
33481,13,-1,,0.030400
33486,13,-1,,0.015500
33491,13,-1,,0.071100
33496,13,-1,,0.078800
33501,13,-1,,0.038200
33506,13,-1,,0.044100
33511,13,-1,,0.038300
33516,13,-1,,0.018000
33521,13,-1,,0.014900
33526,13,-1,,0.016500
33531,13,-1,,0.015900
33536,13,-1,,0.019900
33541,13,-1,,0.023500
33546,13,-1,,0.014900
33551,13,-1,,0.015700
33556,13,-1,,0.038200
33561,13,-1,,0.014400
33566,13,-1,,0.017600
33571,13,-1,,0.012800
33576,13,-1,,0.016800
33581,13,-1,,0.018700
33586,13,-1,,0.029600
33591,13,-1,,0.035900
33596,13,-1,,0.016800
33601,13,-1,,0.062700
33606,13,-1,,0.020900
33611,13,-1,,0.038000
33616,13,-1,,0.037900
33621,13,-1,,0.015100
33626,13,-1,,0.014000
33631,13,-1,,0.376600
33636,13,-1,,0.012700
33641,13,-1,,0.020800
33646,13,-1,,0.019300
33651,13,-1,,0.046700
33656,13,-1,,0.015400
33661,13,-1,,0.013600
33666,13,-1,,0.014100
33671,13,-1,,0.017100
33676,13,-1,,0.018100
33681,13,-1,,0.016900
33686,13,-1,,0.026500
33691,13,-1,,0.042900
33696,13,-1,,0.233200
33701,13,-1,,0.019500
33706,13,-1,,0.012800
33711,13,-1,,0.028700
33716,13,-1,,0.014900
33721,13,-1,,0.025000
33726,13,-1,,0.020900
33731,13,-1,,0.013800
33736,13,-1,,0.016000
33741,13,-1,,0.024500
33746,13,-1,,0.013800
33751,13,-1,,0.024500
33756,13,-1,,0.016100
33761,13,-1,,0.031300
33766,13,-1,,0.153500
33771,13,-1,,0.038600
33776,13,-1,,0.073300
33781,13,-1,,0.014400
33786,13,-1,,0.030000
33791,13,-1,,0.083900
33796,13,-1,,0.063000
33801,13,-1,,0.191400
33806,13,-1,,0.018700
33811,13,-1,,0.029300
33816,13,-1,,0.023900
33821,13,-1,,0.018100
33826,13,-1,,0.016600
33831,13,-1,,0.037400
33836,13,-1,,0.023600
33841,13,-1,,0.013400
33846,13,-1,,0.013400
33851,13,-1,,0.018000
33856,13,-1,,0.096400
33861,13,-1,,0.021000
33866,13,-1,,0.048100
33871,13,-1,,0.015200
33876,13,-1,,0.015400
33881,13,-1,,0.021600
33886,13,-1,,0.026100
33891,13,-1,,0.018300
33896,13,-1,,0.029600
33901,13,-1,,0.027900
33906,13,-1,,0.037100
33911,13,-1,,0.024800
33916,13,-1,,0.019600
33921,13,-1,,0.028700
33926,13,-1,,0.015300
33931,13,-1,,0.082400
33936,13,-1,,0.037500
33941,13,-1,,0.016000
33946,13,-1,,0.062500
33951,13,-1,,0.022700
33956,13,-1,,0.019900
33961,13,-1,,0.023600
33966,13,-1,,0.044300
33971,13,-1,,0.013300
33976,13,-1,,0.013300
33981,13,-1,,0.031600
33986,13,-1,,0.028700
33991,13,-1,,0.020300
33996,13,-1,,0.016400
34001,13,-1,,0.059500
34006,13,-1,,0.027900
34011,13,-1,,0.024200
34016,13,-1,,0.017100
34021,13,-1,,0.018700
34026,13,-1,,0.013300
34031,13,-1,,0.042700
34036,13,-1,,0.016100
34041,13,-1,,0.021100
34046,13,-1,,0.039900
34051,13,-1,,0.018500
34056,13,-1,,0.034100
34061,13,-1,,0.022300
34066,13,-1,,0.035300
34071,13,-1,,0.012800
34076,13,-1,,0.029400
34081,13,-1,,0.038300
34086,13,-1,,0.014800
34091,13,-1,,0.014100
34096,13,-1,,0.021600
34101,13,-1,,0.013900
34106,13,-1,,0.017600
34111,13,-1,,0.014300
34116,13,-1,,0.016500
34121,13,-1,,0.026600
34125,13,-1,,0.026600
34125,14,-1,,0.059800
34128,14,-1,,0.019300
34133,14,-1,,0.025500
34138,14,-1,,0.021100
34143,14,-1,,0.027100
34148,14,-1,,0.023400
34153,14,-1,,0.033700
34158,14,-1,,0.032500
34163,14,-1,,0.016100
34168,14,-1,,0.017100
34173,14,-1,,0.037900
34178,14,-1,,0.020400
34183,14,-1,,0.048800
34188,14,-1,,0.026200
34193,14,-1,,0.017900
34198,14,-1,,0.034400
34203,14,-1,,0.287700
34208,14,-1,,0.035800
34213,14,-1,,0.016500
34218,14,-1,,0.014200
34223,14,-1,,0.166600
34228,14,-1,,0.029000
34233,14,-1,,0.015000
34238,14,-1,,0.020600
34243,14,-1,,0.043600
34248,14,-1,,0.034400
34253,14,-1,,0.016300
34258,14,-1,,0.014900
34263,14,-1,,0.036500
34268,14,-1,,0.028600
34273,14,-1,,0.019600
34278,14,-1,,0.015200
34283,14,-1,,0.021200
34288,14,-1,,0.016000
34293,14,-1,,0.020000
34298,14,-1,,0.025400
34303,14,-1,,0.023400
34308,14,-1,,0.020200
34313,14,-1,,0.024100
34318,14,-1,,0.021900
34323,14,-1,,0.017600
34328,14,-1,,0.076200
34333,14,-1,,0.015700
34338,14,-1,,0.016300
34343,14,-1,,0.020400
34348,14,-1,,0.014500
34353,14,-1,,0.031400
34358,14,-1,,0.040700
34363,14,-1,,0.017000
34368,14,-1,,0.029200
34373,14,-1,,0.036700
34378,14,-1,,0.065900
34383,14,-1,,0.017400
34388,14,-1,,0.015500
34393,14,-1,,0.020600
34398,14,-1,,0.014800
34403,14,-1,,0.028600
34408,14,-1,,0.039100
34413,14,-1,,0.014800
34418,14,-1,,0.014600
34423,14,-1,,0.022400
34428,14,-1,,0.076100
34433,14,-1,,0.016000
34438,14,-1,,0.036800
34443,14,-1,,0.030500
34448,14,-1,,0.024400
34453,14,-1,,0.015300
34458,14,-1,,0.046700
34463,14,-1,,0.017900
34468,14,-1,,0.024800
34473,14,-1,,0.020300
34478,14,-1,,0.015300
34483,14,-1,,0.070700
34488,14,-1,,0.030100
34493,14,-1,,0.017800
34498,14,-1,,0.019600
34503,14,-1,,0.015700
34508,14,-1,,0.012700
34513,14,-1,,0.015900
34517,14,-1,,0.021300
34521,14,-1,,0.014700
34525,14,-1,,0.013500
34529,14,-1,,0.014500
34532,14,-1,,0.025400
34535,14,-1,,0.017900
34538,14,-1,,0.151100
34541,14,-1,,0.088800
34544,14,-1,,0.017400
34548,14,-1,,0.024200
34552,14,-1,,0.019000
34557,14,-1,,0.014800
34562,14,-1,,0.141700
34567,14,-1,,0.059700
34572,14,-1,,0.068300
34577,14,-1,,0.030400
34582,14,-1,,0.084000
34587,14,-1,,0.084600
34592,14,-1,,0.047900
34597,14,-1,,0.030100
34602,14,-1,,0.031400
34607,14,-1,,0.018400
34612,14,-1,,0.030400
34617,14,-1,,0.021700
34622,14,-1,,0.018900
34627,14,-1,,0.017000
34632,14,-1,,0.056200
34637,14,-1,,0.015400
34642,14,-1,,0.024100
34647,14,-1,,0.074200
34652,14,-1,,0.015000
34657,14,-1,,0.016600
34662,14,-1,,0.014800
34667,14,-1,,0.066900
34672,14,-1,,0.214400
34677,14,-1,,0.024900
34682,14,-1,,0.032300
34687,14,-1,,0.085400
34692,14,-1,,0.180500
34697,14,-1,,0.018200
34702,14,-1,,0.064000
34707,14,-1,,0.034100
34712,14,-1,,0.025400
34717,14,-1,,0.014900
34722,14,-1,,0.044400
34727,14,-1,,0.012800
34732,14,-1,,0.047000
34737,14,-1,,0.014200
34742,14,-1,,0.022900
34747,14,-1,,0.032700
34752,14,-1,,0.022000
34757,14,-1,,0.013800
34762,14,-1,,0.016000
34767,14,-1,,0.014400
34772,14,-1,,0.014500
34777,14,-1,,0.015700
34782,14,-1,,0.072000
34787,14,-1,,0.248600
34792,14,-1,,0.021600
34797,14,-1,,0.017000
34802,14,-1,,0.025200
34807,14,-1,,0.050700
34812,14,-1,,0.016700
34817,14,-1,,0.038500
34822,14,-1,,0.016000
34827,14,-1,,0.019100
34832,14,-1,,0.014000
34837,14,-1,,0.026300
34842,14,-1,,0.027300
34847,14,-1,,0.022900
34852,14,-1,,0.106900
34857,14,-1,,0.014900
34862,14,-1,,0.018800
34867,14,-1,,0.015200
34872,14,-1,,0.015000
34877,14,-1,,0.014700
34882,14,-1,,0.013900
34887,14,-1,,0.094000
34892,14,-1,,0.052700
34897,14,-1,,0.093600
34902,14,-1,,0.012900
34907,14,-1,,0.017400
34912,14,-1,,0.023100
34917,14,-1,,0.016700
34922,14,-1,,0.049500
34927,14,-1,,0.020100
34932,14,-1,,0.046800
34937,14,-1,,0.247600
34942,14,-1,,0.057600
34947,14,-1,,0.018600
34952,14,-1,,0.052400
34957,14,-1,,0.055100
34962,14,-1,,0.015300
34967,14,-1,,0.021700
34972,14,-1,,0.023800
34977,14,-1,,0.012400
34982,14,-1,,0.013700
34987,14,-1,,0.073000
34992,14,-1,,0.025400
34997,14,-1,,0.149600
35002,14,-1,,0.035800
35007,14,-1,,0.019800
35012,14,-1,,0.018900
35017,14,-1,,0.021100
35022,14,-1,,0.013400
35027,14,-1,,0.022400
35032,14,-1,,0.015900
35037,14,-1,,0.017700
35042,14,-1,,0.042200
35047,14,-1,,0.022300
35052,14,-1,,0.015100
35057,14,-1,,0.032400
35062,14,-1,,0.015400
35067,14,-1,,0.015800
35072,14,-1,,0.147500
35077,14,-1,,0.021700
35082,14,-1,,0.034600
35087,14,-1,,0.016200
35092,14,-1,,0.086500
35097,14,-1,,0.041000
35102,14,-1,,0.026700
35107,14,-1,,0.020400
35112,14,-1,,0.043500
35117,14,-1,,0.016500
35122,14,-1,,0.016200
35127,14,-1,,0.048000
35132,14,-1,,0.016400
35137,14,-1,,0.283700
35142,14,-1,,0.151200
35147,14,-1,,0.020500
35152,14,-1,,0.023300
35157,14,-1,,0.030900
35162,14,-1,,0.016400
35167,14,-1,,0.139200
35172,14,-1,,0.048700
35177,14,-1,,0.026400
35182,14,-1,,0.015200
35187,14,-1,,0.018800
35192,14,-1,,0.015800
35197,14,-1,,0.104100
35202,14,-1,,0.015800
35207,14,-1,,0.013400
35212,14,-1,,0.019000
35217,14,-1,,0.211100
35222,14,-1,,0.015500
35227,14,-1,,0.033700
35232,14,-1,,0.026700
35237,14,-1,,0.024100
35242,14,-1,,0.036500
35247,14,-1,,0.019700
35252,14,-1,,0.047900
35257,14,-1,,0.013300
35262,14,-1,,0.014900
35267,14,-1,,0.020000
35272,14,-1,,0.016400
35277,14,-1,,0.015700
35282,14,-1,,0.021700
35287,14,-1,,0.019300
35292,14,-1,,0.188300
35297,14,-1,,0.016400
35302,14,-1,,0.025200
35307,14,-1,,0.025500
35312,14,-1,,0.016800
35317,14,-1,,0.021000
35322,14,-1,,0.015100
35327,14,-1,,0.013200
35332,14,-1,,0.014800
35337,14,-1,,0.015300
35342,14,-1,,0.043600
35347,14,-1,,0.048600
35352,14,-1,,0.014300
35357,14,-1,,0.016800
35362,14,-1,,0.038100
35367,14,-1,,0.014000
35372,14,-1,,0.036600
35377,14,-1,,0.064300
35382,14,-1,,0.234100
35387,14,-1,,0.021000
35392,14,-1,,0.017600
35397,14,-1,,0.020200
35402,14,-1,,0.041700
35407,14,-1,,0.017000
35412,14,-1,,0.015400
35417,14,-1,,0.097700
35422,14,-1,,0.058700
35427,14,-1,,0.024000
35432,14,-1,,0.017400
35437,14,-1,,0.017800
35442,14,-1,,0.019000
35447,14,-1,,0.017400
35452,14,-1,,0.178300
35457,14,-1,,0.020400
35462,14,-1,,0.015300
35467,14,-1,,0.026100
35472,14,-1,,0.116100
35477,14,-1,,0.017000
35482,14,-1,,0.014700
35487,14,-1,,0.039700
35492,14,-1,,0.063400
35497,14,-1,,0.017600
35502,14,-1,,0.014300
35507,14,-1,,0.018900
35512,14,-1,,0.019200
35517,14,-1,,0.017600
35522,14,-1,,0.049200
35527,14,-1,,0.012600
35532,14,-1,,0.049600
35537,14,-1,,0.026400
35542,14,-1,,0.015100
35547,14,-1,,0.019100
35552,14,-1,,0.012700
35557,14,-1,,0.034000
35562,14,-1,,0.235300
35567,14,-1,,0.023500
35572,14,-1,,0.017600
35577,14,-1,,0.015100
35582,14,-1,,0.019400
35587,14,-1,,0.015000
35592,14,-1,,0.019200
35597,14,-1,,0.069900
35602,14,-1,,0.013800
35607,14,-1,,0.015700
35612,14,-1,,0.013500
35617,14,-1,,0.016900
35622,14,-1,,0.021500
35627,14,-1,,0.020100
35632,14,-1,,0.329200
35637,14,-1,,0.014400
35642,14,-1,,0.018600
35647,14,-1,,0.018300
35652,14,-1,,0.037800
35657,14,-1,,0.307500
35662,14,-1,,0.012800
35667,14,-1,,0.047700
35672,14,-1,,0.015900
35677,14,-1,,0.012900
35682,14,-1,,0.072300
35687,14,-1,,0.028900
35692,14,-1,,0.019100
35697,14,-1,,0.039800
35702,14,-1,,0.180600
35707,14,-1,,0.030800
35712,14,-1,,0.014400
35717,14,-1,,0.014400
35722,14,-1,,0.027300
35727,14,-1,,0.021300
35732,14,-1,,0.018900
35737,14,-1,,0.031300
35742,14,-1,,0.039700
35747,14,-1,,0.016500
35752,14,-1,,0.029600
35757,14,-1,,0.032700
35762,14,-1,,0.022500
35767,14,-1,,0.015600
35772,14,-1,,0.031800
35777,14,-1,,0.039200
35782,14,-1,,0.022300
35787,14,-1,,0.018600
35792,14,-1,,0.015600
35797,14,-1,,0.015300
35802,14,-1,,0.033400
35807,14,-1,,0.035800
35812,14,-1,,0.247200
35817,14,-1,,0.024000
35822,14,-1,,0.017400
35827,14,-1,,0.019400
35832,14,-1,,0.049600
35837,14,-1,,0.015600
35842,14,-1,,0.060700
35847,14,-1,,0.014200
35852,14,-1,,0.028000
35857,14,-1,,0.015000
35862,14,-1,,0.028400
35867,14,-1,,0.013300
35872,14,-1,,0.032000
35877,14,-1,,0.022800
35882,14,-1,,0.015500
35887,14,-1,,0.016800
35892,14,-1,,0.036200
35897,14,-1,,0.032100
35902,14,-1,,0.019200
35907,14,-1,,0.021300
35912,14,-1,,0.017200
35917,14,-1,,0.056200
35922,14,-1,,0.016100
35927,14,-1,,0.051400
35932,14,-1,,0.017500
35937,14,-1,,0.056400
35942,14,-1,,0.017600
35947,14,-1,,0.138300
35952,14,-1,,0.029500
35957,14,-1,,0.015400
35962,14,-1,,0.082200
35967,14,-1,,0.059900
35972,14,-1,,0.015700
35977,14,-1,,0.015300
35982,14,-1,,0.188900
35987,14,-1,,0.014300
35992,14,-1,,0.018700
35997,14,-1,,0.036000
36002,14,-1,,0.040900
36007,14,-1,,0.027400
36012,14,-1,,0.018600
36017,14,-1,,0.016200
36022,14,-1,,0.012600
36027,14,-1,,0.017500
36032,14,-1,,0.013300
36037,14,-1,,0.043400
36042,14,-1,,0.012800
36047,14,-1,,0.012400
36052,14,-1,,0.055800
36057,14,-1,,0.033300
36062,14,-1,,0.014000
36067,14,-1,,0.015900
36072,14,-1,,0.030700
36077,14,-1,,0.055500
36082,14,-1,,0.021300
36087,14,-1,,0.037900
36092,14,-1,,0.026400
36097,14,-1,,0.036200
36102,14,-1,,0.013000
36107,14,-1,,0.078800
36112,14,-1,,0.036100
36117,14,-1,,0.016500
36122,14,-1,,0.060600
36127,14,-1,,0.021000
36132,14,-1,,0.163100
36137,14,-1,,0.038300
36142,14,-1,,0.018800
36147,14,-1,,0.095900
36152,14,-1,,0.019100
36157,14,-1,,0.030700
36162,14,-1,,0.042100
36167,14,-1,,0.022400
36172,14,-1,,0.014400
36177,14,-1,,0.019100
36182,14,-1,,0.069200
36187,14,-1,,0.033400
36192,14,-1,,0.023800
36197,14,-1,,0.014300
36202,14,-1,,0.035700
36207,14,-1,,0.016900
36212,14,-1,,0.013800
36217,14,-1,,0.134900
36222,14,-1,,0.016600
36227,14,-1,,0.015200
36232,14,-1,,0.038300
36237,14,-1,,0.031400
36242,14,-1,,0.016700
36247,14,-1,,0.014100
36252,14,-1,,0.029400
36257,14,-1,,0.014300
36262,14,-1,,0.024400
36267,14,-1,,0.019100
36272,14,-1,,0.057300
36277,14,-1,,0.016300
36282,14,-1,,0.017600
36287,14,-1,,0.017400
36292,14,-1,,0.084000
36297,14,-1,,0.028300
36302,14,-1,,0.089800
36307,14,-1,,0.024500
36312,14,-1,,0.054900
36317,14,-1,,0.034600
36322,14,-1,,0.022000
36327,14,-1,,0.016700
36332,14,-1,,0.014000
36337,14,-1,,0.014500
36342,14,-1,,0.017600
36347,14,-1,,0.014700
36352,14,-1,,0.028500
36357,14,-1,,0.151100
36362,14,-1,,0.125900
36367,14,-1,,0.052200
36372,14,-1,,0.015900
36377,14,-1,,0.013000
36382,14,-1,,0.017400
36387,14,-1,,0.015300
36392,14,-1,,0.016100
36397,14,-1,,0.014300
36402,14,-1,,0.019600
36407,14,-1,,0.014600
36412,14,-1,,0.189700
36417,14,-1,,0.014400
36422,14,-1,,0.014200
36427,14,-1,,0.093200
36432,14,-1,,0.035300
36437,14,-1,,0.020300
36442,14,-1,,0.050400
36447,14,-1,,0.102000
36452,14,-1,,0.015200
36457,14,-1,,0.036800
36462,14,-1,,0.015000
36467,14,-1,,0.019700
36472,14,-1,,0.014500
36477,14,-1,,0.013900
36482,14,-1,,0.054500
36487,14,-1,,0.247100
36492,14,-1,,0.028300
36497,14,-1,,0.047000
36502,14,-1,,0.029800
36507,14,-1,,0.015500
36512,14,-1,,0.019500
36517,14,-1,,0.018200
36522,14,-1,,0.013200
36527,14,-1,,0.029700
36532,14,-1,,0.033800
36537,14,-1,,0.014100
36542,14,-1,,0.012700
36547,14,-1,,0.023400
36552,14,-1,,0.022300
36557,14,-1,,0.022700
36562,14,-1,,0.120200
36567,14,-1,,0.022200
36572,14,-1,,0.123600
36577,14,-1,,0.017600
36582,14,-1,,0.014500
36587,14,-1,,0.012600
36592,14,-1,,0.013500
36597,14,-1,,0.022800
36602,14,-1,,0.018100
36607,14,-1,,0.021600
36612,14,-1,,0.051400
36617,14,-1,,0.066600
36622,14,-1,,0.012600
36627,14,-1,,0.021100
36632,14,-1,,0.023000
36637,14,-1,,0.066700
36642,14,-1,,0.014800
36647,14,-1,,0.016100
36652,14,-1,,0.014500
36657,14,-1,,0.013600
36662,14,-1,,0.026300
36667,14,-1,,0.087500
36672,14,-1,,0.015800
36677,14,-1,,0.029100
36682,14,-1,,0.066600
36687,14,-1,,0.015700
36692,14,-1,,0.015600
36697,14,-1,,0.259500
36702,14,-1,,0.019100
36707,14,-1,,0.016500
36712,14,-1,,0.208800
36717,14,-1,,0.015300
36722,14,-1,,0.038000
36727,14,-1,,0.015600
36732,14,-1,,0.051200
36737,14,-1,,0.014000
36742,14,-1,,0.019200
36747,14,-1,,0.152700
36750,14,-1,,0.152700
36750,15,-1,,0.018300
36753,15,-1,,0.032300
36758,15,-1,,0.015400
36763,15,-1,,0.023100
36768,15,-1,,0.031900
36773,15,-1,,0.211300
36778,15,-1,,0.040600
36783,15,-1,,0.026600
36788,15,-1,,0.030500
36793,15,-1,,0.017000
36798,15,-1,,0.044000
36803,15,-1,,0.055300
36808,15,-1,,0.018900
36813,15,-1,,0.017900
36818,15,-1,,0.031400
36823,15,-1,,0.015400
36828,15,-1,,0.052600
36833,15,-1,,0.017800
36838,15,-1,,0.050000
36843,15,-1,,0.018400
36848,15,-1,,0.014600
36853,15,-1,,0.014500
36858,15,-1,,0.023200
36863,15,-1,,0.016400
36868,15,-1,,0.017800
36873,15,-1,,0.017200
36878,15,-1,,0.012000
36883,15,-1,,0.025700
36888,15,-1,,0.022400
36893,15,-1,,0.014400
36898,15,-1,,0.029400
36903,15,-1,,0.042400
36908,15,-1,,0.019400
36913,15,-1,,0.030700
36918,15,-1,,0.022300
36923,15,-1,,0.015500
36928,15,-1,,0.016400
36933,15,-1,,0.014900
36938,15,-1,,0.013700
36943,15,-1,,0.048700
36948,15,-1,,0.014500
36953,15,-1,,0.020300
36958,15,-1,,0.022400
36963,15,-1,,0.013800
36968,15,-1,,0.014000
36973,15,-1,,0.021200
36978,15,-1,,0.016900
36983,15,-1,,0.014500
36988,15,-1,,0.049700
36993,15,-1,,0.018200
36998,15,-1,,0.033800
37003,15,-1,,0.027400
37008,15,-1,,0.012800
37013,15,-1,,0.015000
37018,15,-1,,0.021400
37023,15,-1,,0.029700
37028,15,-1,,0.247700
37033,15,-1,,0.015700
37038,15,-1,,0.064900
37043,15,-1,,0.032400
37048,15,-1,,0.031400
37053,15,-1,,0.029600
37058,15,-1,,0.048800
37063,15,-1,,0.113400
37068,15,-1,,0.019200
37073,15,-1,,0.018300
